churned,id,customer_code,co_name,total_spend
0,1884,1300,Hubbard PLC,34642.01
1,1885,2725,Hubbard and Sons,13609.83
1,1886,2201,Gutierrez-Graves,15604.73
0,1887,2999,Salazar-Watson,26366.28
0,1888,935,Hayes Roberts and Cordova,40045.29
0,1889,2595,Walker-Anderson,46524.34
0,1890,6,Vargas-Carter,37025.62
0,1891,1258,Knox Madden and Reynolds,7088.36
0,1892,94,Mckenzie Inc,1245.36
0,1893,2108,Robinson Page and Allen,20908.51
0,1894,1652,Thompson Trevino and Gillespie,74277.01
0,1895,2517,Hahn Inc,59376.82
0,1896,299,Long-Riggs,79217.24
0,1897,1824,Murphy-Barton,45281.9
0,1898,134,Allen Moore and Rodgers,31988.67
0,1899,1707,Garrison-Gonzalez,34236.65
0,1900,175,Jenkins Fischer and Jacobs,71198.86
0,1901,2051,Campbell Ltd,2151.2
0,1902,1937,Reynolds Ltd,51740.99
1,1903,1133,Taylor Trujillo and Thompson,39220.55
0,1904,881,Jarvis Calhoun and Davis,47742.9
0,1905,1398,Gross Jackson and Hamilton,74623.8
0,1906,2975,Martinez-Gray,27968.03
0,1907,1520,Hughes Underwood and Thompson,23346.13
0,1908,343,Pratt Johnson and Cook,65360.57
0,1909,1837,Rowe-Kirby,36499.36
0,1910,1414,Wagner King and Brown,39088.59
0,1911,2280,Walker-Rodriguez,4581.13
0,1912,2469,Greene-Humphrey,58517.43
0,1913,2238,Harrell LLC,60502.46
0,1914,316,Davis Inc,57880
0,1915,261,Foster-Martinez,36079.35
0,1916,1335,Shepherd-Mercado,79282.71
0,1917,2984,Garcia-Turner,5053.11
0,1918,2272,Arias-White,37487.13
0,1919,720,Hoffman and Sons,76709.51
0,1920,1484,Gibbs Rose and Turner,40299.74
0,1921,1908,Williams-Wood,51373.8
0,1922,1165,Butler Powers and Lawson,51943.57
0,1923,2848,Aguilar Group,32828.63
0,1924,1587,Aguirre-Johnson,34218.29
0,1925,503,Thomas and Sons,44702.85
0,1926,1445,Johnson-Charles,27199.64
0,1927,774,Robinson-Small,39653.31
0,1928,2420,Reed Group,61178.74
0,1929,576,Barber Howard and Walker,34727.36
0,1930,140,Jones Ltd,37206.91
0,1931,1124,Hebert-Barton,42823.14
0,1932,1352,Daugherty-Knight,28139.59
0,1933,2844,Fischer Group,17064.17
0,1934,589,Fowler Gonzalez and Wilkerson,63729.89
0,1935,689,Harper Howell and Weber,4510.57
0,1936,2747,Gordon-Hansen,29350.42
0,1937,1310,Beck Group,59082.76
0,1938,2065,Wilson Ltd,75653.13
0,1939,2942,Delgado Goodwin and Zhang,32544.59
0,1940,56,Hammond-Carey,51312.61
0,1941,2905,Reeves Miller and Hill,12834.31
0,1942,2528,Bell PLC,69824.25
0,1943,1169,Mcmahon Jones and Ho,10867.83
0,1944,20,Colon-Smith,23956.1
0,1945,1266,Callahan Johnson and Bowen,40660.53
0,1946,960,Morgan-Martinez,73004.66
0,1947,1191,Ryan Costa and Lyons,79719.05
1,1948,1868,Moore and Sons,43231.24
0,1949,1004,Grimes and Sons,33702.16
0,1950,2611,Abbott-Foster,41934.67
0,1951,2218,Collins Group,75085.22
0,1952,2392,Wright Johnson and Aguilar,16680.28
0,1953,1865,Carr Carson and Lopez,13466.26
0,1954,2812,Parks Logan and Gonzales,78196.42
0,1955,395,Clay PLC,70780.21
0,1956,2708,Hernandez Ltd,23369.6
0,1957,1017,Sanders Johnson and Carter,51630.97
1,1958,1737,Hendricks Drake and Reynolds,69914.86
0,1959,159,Clayton PLC,56917.05
0,1960,2572,Murray PLC,16837.75
0,1961,346,Lee PLC,25269.13
0,1962,61,Bauer Martinez and Torres,34587.92
1,1963,1639,Barry Walker and Mitchell,3574
0,1964,925,Kelly Middleton and Avery,57485.56
0,1965,510,Hendrix-Romero,12727.89
1,1966,2753,Anderson-Vazquez,21185.6
1,1967,1508,Walker Lee and Jimenez,62412.86
0,1968,2138,Cortez Skinner and Haynes,9722.84
0,1969,76,Bennett Lee and Yu,49740.93
0,1970,2996,Warner PLC,23738.34
0,1971,1385,Price Inc,30345.41
0,1972,80,Coleman Thomas and Lynch,17431.25
0,1973,811,Moreno Inc,70981.48
0,1974,1506,Torres Harrison and Salas,8045.23
0,1975,1710,Graham Walker and Delacruz,42500.21
0,1976,789,Ellis Castro and Smith,49551.05
0,1977,1147,Barnes Ltd,6601.69
0,1978,1454,Jenkins-Williams,63287.48
0,1979,2895,Johnson-Miller,61027.49
0,1980,1158,Perkins Williamson and Moore,66431.31
0,1981,89,Ward Vance and Cole,1940.64
0,1982,2137,George PLC,63692.2
0,1983,2700,Moore-West,29506.74
0,1984,2209,Anderson PLC,16564.71
0,1985,1687,Irwin Sampson and Torres,30995.87
0,1986,2011,Nelson Group,50209.86
0,1987,1542,Woods Liu and Bautista,34782.9
0,1988,2792,Hampton-Martin,54880.08
0,1989,2778,Davis-Stanton,57393.12
0,1990,706,Wells-Davis,51698.03
0,1991,2935,Thompson-Sullivan,70804.99
0,1992,2070,Morales and Sons,65056.6
0,1993,1466,Watson Boyer and Giles,61194.53
0,1994,2330,Woods and Sons,15959.18
0,1995,1062,Bradshaw and Sons,14468.91
0,1996,2699,Harris Inc,6324.33
0,1997,1265,Morgan PLC,39808.53
0,1998,2005,Thomas Dickerson and Kelly,14669.54
0,1999,2419,Deleon Mills and Diaz,23630.69
0,2000,643,Michael-Stokes,11756
0,2001,1584,Walters Martinez and Gibson,24194.85
0,2002,1420,Briggs Baldwin and Bush,12854.81
0,2003,418,Mcbride-Walker,42799.8
0,2004,888,Chambers and Sons,50645.99
0,2005,1358,Casey-Diaz,16176.15
0,2006,2723,Holmes-Collins,14263.55
0,2007,1114,Davis-Davis,58614.98
0,2008,2078,Chapman-Wilson,12115.96
0,2009,153,Snyder Ltd,51723.96
0,2010,2549,Moore-Miller,19303.95
0,2011,2638,Dalton-Clark,61456.76
0,2012,226,Moore PLC,32251.68
0,2013,2471,Rodriguez Castillo and Johnson,22091.68
0,2014,195,Wright Wise and Vaughn,22174.23
0,2015,1536,Fernandez-Wade,10236.21
0,2016,1724,Robinson Nash and Riley,56411
0,2017,1693,Jones Smith and Hill,64794.74
0,2018,1496,Bennett-Guerrero,51861.98
0,2019,304,Mckay Rodriguez and Hernandez,31626.39
0,2020,1451,Wall Wall and Berry,55331.4
0,2021,1285,Williams PLC,52320.44
0,2022,2132,Wagner Lowery and Bonilla,68240.32
0,2023,144,Hall Ltd,52187.57
0,2024,298,Rodriguez Keller and Yates,79490.34
0,2025,2383,Phillips-Miller,59840.65
0,2026,845,Thomas Inc,25732.78
0,2027,2857,Salas Rojas and Jones,59370.76
0,2028,1157,Williams-Montes,6977.02
0,2029,1832,Sanders PLC,39496.28
0,2030,1302,Brown Group,68158.96
0,2031,2097,Ellis Harvey and Cobb,13394.33
0,2032,1503,Kaufman-Todd,70480.56
0,2033,327,Peterson Anderson and Acosta,58089.85
0,2034,1843,Ruiz Group,7635.42
0,2035,879,Giles Schultz and Johnston,58192.69
0,2036,2059,Hanson Pena and Armstrong,38366.89
0,2037,1126,Pugh Adkins and Long,75428.83
0,2038,2941,Sanders-Rodriguez,60213.84
0,2039,2658,Romero Campbell and White,70385.19
0,2040,780,Patel Clark and Klein,74536.86
0,2041,1487,Murphy-Richards,55737.62
0,2042,467,Randolph PLC,31579.37
0,2043,198,Saunders LLC,33791.05
0,2044,1344,Peters Ltd,32146.54
1,2045,2605,May Ltd,64743.99
0,2046,2448,Watts Rosales and Curtis,79798.67
0,2047,1272,Soto Brown and Lopez,28368.98
0,2048,837,Daugherty LLC,54101.34
0,2049,181,Holt Williams and Perez,79856.53
0,2050,2092,Phillips Ltd,32857.63
0,2051,1161,Moore Nicholson and Campbell,13266.15
0,2052,1894,Hall Ltd,52116.31
0,2053,1866,Butler Group,61161.51
0,2054,1677,Lucas Group,14098.9
0,2055,2360,Figueroa-Williams,18484.62
0,2056,1220,Wilson Group,46250.91
0,2057,1086,Elliott-Sellers,78325.6
0,2058,2189,Gallegos Smith and Spencer,15202.49
0,2059,1209,Cannon Sanchez and Sanders,2379.79
0,2060,471,Jacobson-Greene,66085.85
0,2061,840,Brooks-Pittman,62973.42
0,2062,211,Nguyen-Rowland,47284.42
0,2063,1263,Thompson Young and Rodriguez,58841.5
0,2064,1674,Reed-Steele,71418.86
0,2065,1911,Huang-Quinn,12106.14
0,2066,1906,Bush Brown and Baker,73930.84
1,2067,2258,Young Sutton and Davis,40444.14
0,2068,2742,Stephens Group,54102.25
0,2069,1533,Evans Esparza and Chapman,28609.75
0,2070,2997,Perry Ltd,30549.95
0,2071,2357,Ruiz Ltd,67764.7
0,2072,2047,Nguyen and Sons,68842.41
0,2073,2101,Campbell and Sons,34821.15
0,2074,1635,Wall-Mccormick,61593.89
0,2075,987,Price-Landry,63876.34
0,2076,1933,Smith-Brown,27074.56
0,2077,167,Jimenez Anderson and Campbell,15243.31
0,2078,133,Taylor Miller and Fernandez,74062.5
0,2079,2130,Allen Anderson and Walker,26911.77
0,2080,1031,Gonzales-Mullen,45751.9
0,2081,1273,Moore Inc,63303.89
0,2082,2281,Hancock Inc,66124.33
0,2083,826,Williams Inc,4065.37
0,2084,2910,Salazar Ltd,39798.44
0,2085,1243,Gallagher Jones and Gilbert,38139.72
0,2086,833,Skinner LLC,73556.59
0,2087,415,Tucker PLC,27617.99
0,2088,732,Johnson Group,63806.82
0,2089,495,Murphy-Jensen,6549.46
0,2090,2155,Hardy Group,39574.65
0,2091,1944,Bush-Patton,55583.59
0,2092,2856,Bullock-Powell,21027.65
0,2093,2736,Roberts Inc,15267.63
0,2094,784,Murray Group,55726.58
0,2095,407,Beasley Ponce and Evans,19826.02
0,2096,518,Perry-Diaz,56989.03
0,2097,841,Donovan PLC,77325.01
1,2098,2220,Butler LLC,35627.6
0,2099,1357,Ramirez-Riley,64088.63
0,2100,1196,Martinez Edwards and Bonilla,18367.5
1,2101,1507,Robinson Group,50885.89
0,2102,1354,Brown Ltd,29751.22
0,2103,272,Wagner Stevens and Vargas,29570.9
0,2104,1852,Adams Ltd,69270.06
0,2105,1051,Jones Clark and Cole,38051.37
0,2106,2069,Fox PLC,19826.13
0,2107,767,Stafford-Perry,19952.05
0,2108,2015,Barron Becker and Rowe,24991.9
0,2109,2350,Evans Group,48638.23
0,2110,1622,Figueroa Odonnell and Patterson,54338.52
0,2111,231,Guzman Group,10776.17
0,2112,828,Woodard-Martinez,32621.64
0,2113,1009,Marshall-Johnson,22858.79
0,2114,2188,Miranda Jackson and Morales,1605.91
0,2115,799,Thomas-Reynolds,69306.26
0,2116,2004,Robinson Ltd,33837.46
0,2117,1003,Smith-Daniels,79546.87
0,2118,2255,Trevino Inc,74940.76
0,2119,2388,Smith Group,49138.99
1,2120,952,Walsh Miller and Martinez,73168.21
0,2121,552,Banks Inc,4934.37
0,2122,1379,Shaw PLC,41353.47
0,2123,1387,Graham Pham and Smith,58723.37
0,2124,572,Morris Group,15569.22
1,2125,1714,Taylor Brown and Schmidt,25642.23
0,2126,1770,Juarez LLC,30712.45
0,2127,1954,Kim Group,22628.34
0,2128,2403,Gutierrez Larson and Castillo,72032.32
0,2129,1959,Brown Group,30100.82
0,2130,2820,Scott-Douglas,10719.31
0,2131,382,Mccarthy-Thomas,19422.22
0,2132,1405,Carter-Woodward,16506.43
0,2133,2215,Cooper Adams and Day,69911.24
0,2134,773,Salas Group,2131.53
0,2135,2773,Hodges Cain and Harris,14042.53
0,2136,931,Thomas-Hudson,38664.62
0,2137,1193,Douglas Group,45245.44
0,2138,2785,Bailey Walsh and Fuller,67186.06
0,2139,2564,Ruiz PLC,17068.63
0,2140,1682,Baker-Walker,34113.37
0,2141,1501,Farrell Ltd,77090.95
0,2142,1264,Thompson LLC,44173.19
0,2143,2527,Clark Rodriguez and Knapp,29999.92
0,2144,402,Meyer Bailey and Duran,29395.86
0,2145,1514,Perez Santiago and Harris,67679.66
0,2146,532,Scott Flores and Parker,67677.68
0,2147,1571,Burton Ltd,1842.87
0,2148,2060,Bowman-Jones,30238.31
1,2149,269,Oconnor Jordan and Sims,62891.5
0,2150,1731,Lee Group,78311.19
0,2151,2206,Lee Inc,13788.39
0,2152,1784,Cook Weber and Johnson,35008.64
0,2153,544,Pearson-Patrick,64449.91
1,2154,640,Smith Ltd,78941.09
0,2155,2328,Jacobs-Davies,38410.46
0,2156,1797,Ramirez-Booth,28708.82
0,2157,12,Williams-Hahn,71862.53
0,2158,1705,Miller Ltd,13124.52
0,2159,339,Sellers-Martin,36640.78
0,2160,2809,Spears Ltd,71991.71
0,2161,1891,Johnson Group,67736.16
0,2162,2689,Wagner Stone and Manning,30824.16
0,2163,2973,Krause Inc,49458.77
0,2164,2584,Valencia Chan and Holland,77073.27
0,2165,1822,Armstrong-Mccarthy,11536.88
0,2166,2806,Hutchinson Arnold and Smith,60443.4
0,2167,511,Jackson-Smith,31004.51
0,2168,1791,Ramirez Tate and Hernandez,7240.58
0,2169,2,Taylor-Lang,52036.74
0,2170,1098,Barnett and Sons,60890.77
0,2171,440,Roberson-Jones,53622.92
0,2172,2576,Roach Newton and Ewing,47636.19
0,2173,1842,Robles LLC,37381.25
0,2174,654,Moore-Bright,3617.03
0,2175,2463,Perez-Crawford,61179.23
0,2176,2018,Mitchell Kaiser and Hampton,8428.23
0,2177,1525,Williams Group,53732.92
0,2178,1730,Ware Inc,70785.15
0,2179,2196,Lee-Hernandez,59895.23
0,2180,2575,Calderon Bonilla and Reyes,71747.48
0,2181,1618,Grant Anderson and Davis,16103.31
0,2182,2696,Evans-Davis,71102.3
0,2183,1152,Jimenez-Berry,37195.08
0,2184,2648,Smith-Henry,60435.2
0,2185,71,Maynard West and Johnson,25025.28
0,2186,2904,Gomez Mcclain and Hernandez,14088.92
0,2187,661,Byrd and Sons,70892.33
0,2188,2853,White Washington and Black,60022.36
0,2189,1846,Walsh and Sons,67794.96
0,2190,161,Watson Group,43005.84
0,2191,2309,Santos Jackson and Kim,35256.13
0,2192,1776,Clay Phillips and Perry,14533.69
0,2193,1680,Gill Barrera and Palmer,57833.31
0,2194,387,Bryant Jackson and Cunningham,9635.63
0,2195,1409,Bell Inc,58219.88
0,2196,2112,Hawkins-Reed,29462.14
0,2197,1789,Nelson-Martinez,5360.08
0,2198,2510,Reynolds Steele and Stevenson,28686.32
0,2199,690,Knapp-Henson,60714.27
0,2200,3,Olson-Zhang,51986.85
0,2201,33,Perez-Dickerson,51269
0,2202,1427,Patton Ltd,30481.13
0,2203,2030,Gomez Chaney and Miller,60232.87
0,2204,922,Cruz-Blake,41984.85
0,2205,1330,Randall Williams and Kline,2171.09
0,2206,2493,Yoder and Sons,7616.64
0,2207,1873,Gonzales Gray and Bush,55031.53
1,2208,473,Potter and Sons,14432.81
0,2209,1050,Yang Wiley and Franklin,26758.91
0,2210,1428,Campbell-Allen,49804.94
0,2211,2972,Simpson-Davis,3657.23
0,2212,538,Alexander PLC,7126.92
0,2213,1268,Adams LLC,45802.53
0,2214,2743,Travis and Sons,55644.99
0,2215,408,Jackson-Ingram,61164.72
0,2216,2524,Dalton LLC,71909.47
0,2217,223,Parsons Group,37725.2
0,2218,183,Williamson and Sons,59403.53
0,2219,152,Castillo and Sons,76445.09
0,2220,627,Powell Wilson and Patel,13604.59
0,2221,1695,Wallace-Doyle,3490.65
0,2222,2269,Mendoza-Chavez,53672.38
0,2223,2956,Mullen Lopez and Lucas,36709.2
1,2224,2259,Cardenas-Davis,38385.68
0,2225,1960,Carter-Peters,22705.94
0,2226,2122,Brown-Perez,66713.97
0,2227,2707,Beck Murphy and Clark,50433.97
0,2228,2530,Silva Anderson and Cohen,23504.95
0,2229,1892,Montoya Hayes and Hodge,2348.22
0,2230,2026,Lopez Ltd,55866.85
0,2231,2817,Jones PLC,29184.84
0,2232,1151,Lewis Ltd,65540.33
0,2233,1317,Wade-Frazier,48455.42
0,2234,1804,Williams-Smith,35495.37
0,2235,1353,Dean LLC,67721.91
0,2236,2443,Young Morgan and Joseph,78885.45
0,2237,535,Dyer-Sherman,64571.68
0,2238,641,Santos-Garcia,60060.79
0,2239,1808,Ross Coleman and Carlson,60839.38
0,2240,2394,Garcia Barrett and Thomas,7027.25
0,2241,1499,Walker LLC,46969.74
0,2242,520,Stevens-Young,42608.94
0,2243,703,Tyler Lopez and Zhang,12764.11
0,2244,976,Mcdowell Khan and Gonzalez,67706
0,2245,2205,Mcneil Group,39245.15
0,2246,916,Leonard-Ruiz,72969.6
1,2247,2770,Harris Group,10977.56
0,2248,2937,Thomas-Rodriguez,11412.23
0,2249,2537,Davenport-Hunter,61326.05
0,2250,2303,Rivera-Cole,55525.98
1,2251,567,Young LLC,79950.03
0,2252,676,Gallegos Patel and Rodriguez,56869.25
1,2253,1679,Hansen and Sons,1664.42
0,2254,2000,Munoz Jones and Montgomery,72715.34
0,2255,890,Munoz-Velazquez,9054.08
0,2256,216,Cantrell-Smith,62890.49
0,2257,2663,Dean-Hughes,9221.43
0,2258,2538,Peterson-Gibbs,16716.07
0,2259,805,Sanchez-Johnson,4932.27
0,2260,514,Vaughan Flynn and Miller,63392.89
0,2261,2950,Jackson-Faulkner,39807.97
0,2262,2944,Hester-Marsh,35181.71
0,2263,633,Mckay Group,28129.31
0,2264,2363,Fleming Duffy and Hernandez,33698.81
0,2265,62,Dillon-Stewart,26444
1,2266,1519,Hood Mcguire and Sanchez,20694.81
0,2267,2671,Espinoza Group,70618.15
0,2268,2678,Bell-Schultz,43502.04
0,2269,1839,Martinez and Sons,57604.39
0,2270,2291,Buchanan Stone and Watson,5925.41
0,2271,2661,Diaz Williams and Johnson,76904.23
0,2272,1512,Shaw Inc,44090.8
0,2273,1061,Bennett-Grant,60078.47
0,2274,1678,Stone-Paul,29259.73
0,2275,487,Zuniga LLC,17092.7
0,2276,1429,White Shannon and Griffin,33563.21
0,2277,1052,Owen-Jackson,75160.35
0,2278,741,Clarke Patterson and Ellis,27220.62
0,2279,340,Smith-Kim,39188.12
0,2280,2273,Adams Russell and Hardy,11631.23
0,2281,2013,Barnes Inc,40426.81
0,2282,545,Jordan Baker and Berry,58030.65
0,2283,2287,Rodriguez-Knight,33376.8
0,2284,1684,Strong-Fitzgerald,54726.19
0,2285,207,Mckay Woodward and Young,66162.55
1,2286,2297,Jones-Bates,42871.5
0,2287,2285,Cunningham LLC,34276.73
0,2288,2094,Shea Wolf and Hughes,68817.68
0,2289,2465,Hill Hunt and Pennington,28558.92
0,2290,593,May-Pollard,65151.45
0,2291,1876,Rogers Jones and Lara,27105.95
0,2292,2765,Carr Allen and Huerta,16675.57
0,2293,2375,Jackson Hughes and Tucker,63532.75
0,2294,2969,Morris Patton and Taylor,67284.77
0,2295,372,Hernandez Group,76995.3
0,2296,771,Walker PLC,24851
0,2297,2776,Jones Hoover and Medina,44725.71
0,2298,1434,Meyer-Bryant,32910.65
0,2299,975,Glover Ltd,22533.03
0,2300,1450,Gould Dunn and Harris,35637.01
0,2301,1171,Smith-Fuentes,53038.6
0,2302,2569,Sanders Fox and Arroyo,12254.29
0,2303,98,Santiago Inc,51424.62
0,2304,2378,Jenkins-Rios,50800.65
0,2305,135,Rodriguez Group,49501.84
0,2306,147,Williams Inc,44249.33
0,2307,597,Stevens Brown and West,45964.28
0,2308,1544,Barnes-Hamilton,34625.89
0,2309,2244,Wilson-Anderson,54741.84
0,2310,1060,Sullivan-Blanchard,75260.11
0,2311,1476,Martin Franklin and Austin,59130.81
0,2312,1552,Morris Blevins and Stewart,47804.28
0,2313,668,Herrera Valdez and Leblanc,25510.32
0,2314,583,Le Inc,55835.23
0,2315,1788,Wood Roberson and Clay,66061.97
0,2316,1301,Smith-Peterson,15599.04
0,2317,1315,Bernard Perez and Martinez,17780.21
0,2318,1341,Shelton Greer and French,27412.6
0,2319,1790,Hernandez-Robinson,74720.12
0,2320,1256,Gross PLC,4052.97
0,2321,1135,Owen Rodriguez and Cox,22118.03
0,2322,1656,Young LLC,37642.48
0,2323,2135,Turner Patel and Larson,22249.41
0,2324,1433,Kim Group,40447
0,2325,713,Little Nichols and Holmes,27180.96
0,2326,2114,Wright Inc,13776.28
0,2327,1997,Franco Johnson and Rodriguez,72310.21
0,2328,962,Jones Owen and Townsend,77490.79
0,2329,2320,Shannon-Hernandez,50057.89
0,2330,2313,Joseph Group,45520.01
0,2331,2284,Marquez Powers and Vance,57508.07
0,2332,1279,Rose Cannon and Harrison,61115.47
0,2333,691,Herring Keller and Warren,32018.45
0,2334,1346,Frazier Group,5396.01
0,2335,2414,Dunn-Mendoza,36982.84
0,2336,736,Jackson-Jones,37990.19
0,2337,1638,Jensen PLC,13141.74
0,2338,279,Rodriguez-Turner,28354.3
0,2339,1521,Irwin Inc,5744.57
0,2340,1949,Duran Martinez and Smith,2859.37
0,2341,1338,Hogan-Williams,39428.42
0,2342,924,Miranda and Sons,57701.11
0,2343,1159,Harris Moore and Richards,39560.64
0,2344,218,Anderson-Reid,25674.44
0,2345,2292,Snow-Kerr,75969.74
0,2346,1044,Roberts Martinez and Taylor,46278.24
1,2347,2380,Fowler Parker and Marsh,18825.8
0,2348,1347,Potter-West,78723.2
1,2349,2422,Harmon PLC,75806.95
0,2350,425,Hart Greer and Hanson,60364.11
0,2351,2186,Payne Ltd,69225.09
0,2352,2314,English-Knox,26490.81
0,2353,1403,Smith Humphrey and Wright,33357.6
0,2354,1096,Davis LLC,21197.51
0,2355,1768,Mullins Inc,49029.81
0,2356,2321,Donaldson Ltd,73478.91
0,2357,1267,Simon Ltd,62977.83
0,2358,1812,Scott PLC,41400.56
0,2359,243,Costa Castillo and Smith,51951.13
0,2360,1080,Nixon Inc,32179.56
0,2361,2147,Wilson LLC,47659.12
0,2362,1251,Gardner-Horne,66868.47
0,2363,2197,Montoya-Robinson,78276.75
0,2364,79,Edwards-Carter,69595.42
0,2365,1548,King Moore and Buck,10510.55
0,2366,1441,Henderson Group,73689.31
0,2367,1653,Morris Watkins and Alexander,37051.67
0,2368,303,Williams-Sullivan,43156.91
0,2369,634,Rivas LLC,20686.97
0,2370,892,Thomas Larsen and Johnson,62363.85
0,2371,284,Ball Miller and Carlson,6279.86
0,2372,319,Mclaughlin Santos and Foster,47233.1
0,2373,2630,Thompson Ltd,10502.21
0,2374,981,Stephenson-Randall,61538.21
0,2375,1595,Murphy Inc,61548.68
0,2376,2544,Black Garcia and Thomas,18811.46
0,2377,1465,Clark Gordon and Hernandez,73909.34
0,2378,2642,Brown Stewart and Goodman,71785.84
0,2379,2561,Preston Graham and Obrien,64351.09
0,2380,2263,Davies Williams and Saunders,12878.84
0,2381,2133,Thomas-Fowler,73499.92
0,2382,616,Rogers Flores and Murphy,58428.49
0,2383,254,Wilson Inc,41124.18
1,2384,2502,Williams Ltd,44727.7
0,2385,534,Silva Jones and Johnson,64594.09
1,2386,1172,Evans LLC,26789.83
0,2387,2183,Duncan Henry and Cameron,9253.16
0,2388,321,Clark Zuniga and Olson,9154.11
0,2389,2102,Hicks Hogan and Hale,42765.21
0,2390,1761,Daniels-Rojas,13956.96
0,2391,551,Sanders-Chase,22436.94
0,2392,2827,Woodward Ford and Morales,79091.24
0,2393,2194,Garcia LLC,20291.45
0,2394,623,May-Taylor,26096.21
0,2395,1915,Frey Group,52649.08
0,2396,2127,Adams Wiley and Tran,4558.64
0,2397,230,Walker-Moore,28725.78
0,2398,1349,Powell-Kerr,56010.36
0,2399,971,Burton Group,12818.56
0,2400,2516,Thomas Bailey and Adams,52684.52
0,2401,275,Nolan Inc,26001.86
0,2402,2071,Sampson-Martinez,59771.89
0,2403,699,King-Potter,50710.77
0,2404,1706,Berger Rojas and Castillo,15686.77
0,2405,1750,Browning-Taylor,46921.95
1,2406,808,Brown Ltd,51284.99
0,2407,2379,Smith Parker and Schwartz,69853.79
0,2408,512,Davis-Brooks,14266.26
0,2409,2067,Ward Young and Lynch,50086.98
0,2410,2666,Perez Inc,10479.76
0,2411,139,Singh Ltd,21424.16
0,2412,1661,Johnson Inc,39234.33
0,2413,1181,Moore LLC,3954.36
0,2414,756,Ponce-White,5727.11
0,2415,844,Gonzalez LLC,70312.26
0,2416,859,Moses Ltd,51343.09
0,2417,2040,James Inc,73269.4
0,2418,2501,Rodriguez Landry and James,48394.77
0,2419,2885,Watson Wilson and Fleming,64439.21
0,2420,44,Santos-Barton,54962
0,2421,1628,Murray-Schultz,79075.38
0,2422,592,Carrillo-Fleming,72396.41
0,2423,1927,Lee Morris and Torres,17605.19
0,2424,1030,Randall Whitehead and Howard,74135
1,2425,2322,Ryan LLC,77586.68
0,2426,308,Osborn-Bush,16283.98
0,2427,1572,Melton Group,68017.36
0,2428,2354,Gutierrez Ltd,19940.51
0,2429,2842,Larson Inc,47959.27
0,2430,2226,Contreras Ltd,39128.41
0,2431,1660,Rodriguez Meadows and Mason,5484.78
0,2432,1611,Hammond-Higgins,54963.44
0,2433,2262,Durham Shaw and Wood,75532.68
0,2434,1187,Walker-Mcdonald,63152.28
0,2435,728,Klein Dyer and Holland,8164.24
0,2436,2906,Carr-Taylor,4335.77
0,2437,684,Harris Group,15169.39
0,2438,30,Ford Swanson and Hall,28636.67
0,2439,394,White-Lowe,5546.88
0,2440,2411,Kidd-Henry,27742.27
0,2441,2093,Rodriguez Singh and Ewing,31596.02
0,2442,707,Davis PLC,49477.79
0,2443,821,Stein Miller and Barajas,14508.15
0,2444,710,Anderson LLC,65351.75
0,2445,2814,Carson LLC,52127
0,2446,124,Yoder-Martin,76557.65
0,2447,430,Robertson Group,41236.69
0,2448,1593,Williams and Sons,60412.78
0,2449,806,Foster Harrison and Mckee,57786.59
0,2450,1082,Gomez Inc,49195.12
0,2451,350,Molina Ltd,72223.98
0,2452,24,Morgan Martinez and Dudley,11412.19
0,2453,2107,Williams Ltd,27858.6
0,2454,873,Medina-Casey,39021.93
0,2455,663,Mccoy-Munoz,51557.73
0,2456,1774,Evans Inc,42743.96
0,2457,57,Martin Young and Boyer,46662.23
0,2458,2692,Gallegos Lopez and Rodriguez,49775.89
0,2459,1624,Davis-Davis,55374.1
0,2460,943,Snyder Group,8948.94
0,2461,1079,Brown Lyons and Bruce,52108.9
0,2462,2695,Armstrong Group,61384.5
0,2463,1829,Grant Inc,4594.34
0,2464,2949,Cisneros Figueroa and Booth,16767.47
0,2465,1257,Austin-Edwards,19055.66
0,2466,1553,Tran-Kelly,55753.73
0,2467,1841,Wood Carr and Le,19767.8
0,2468,2457,Fernandez-Moore,56922.59
0,2469,899,Griffin PLC,16728.26
0,2470,2474,Logan LLC,4360.62
0,2471,877,Hines Reed and Grimes,51559.49
1,2472,2764,Prince Steele and Reed,48284.17
0,2473,354,Shah Group,49768.23
0,2474,2781,Collins Dean and Perry,44132.18
1,2475,891,Reyes Inc,57484.39
0,2476,1538,Ramos-Hall,69257.86
0,2477,653,Thomas Harrell and Smith,47652.53
0,2478,812,Collins-Johnson,77855.25
0,2479,1289,Mccullough-Olsen,50263.15
0,2480,2808,Gill-Sosa,67731.49
0,2481,1569,Grant Inc,73785.15
0,2482,334,Koch Martin and Turner,48075.94
0,2483,1526,Lewis-Stone,4384.92
0,2484,1160,Blair-Andrade,65859.78
0,2485,1651,Moreno PLC,61634.59
1,2486,1840,Wise-Rojas,55502.05
0,2487,787,Lane-Nelson,61762.92
0,2488,2096,Mosley-Wilkerson,35152.19
0,2489,2485,Anderson Brandt and Martinez,14227.34
0,2490,761,Benson and Sons,65517.55
0,2491,125,Bryan Ltd,53674.3
0,2492,929,Thompson Lopez and White,37278.49
0,2493,1763,Mckenzie-Combs,10853.58
0,2494,501,Holland PLC,59045.83
0,2495,155,Olson PLC,30036.33
0,2496,2079,Patton Group,51897.74
0,2497,276,Wilson PLC,15288.35
0,2498,2706,Briggs LLC,34181.27
